gender,cgpa,stream,work_experience,internship_experience,technical_proficiency,communication_skills,leadership_role,num_projects,competitions_won,final_package
Prefer not to say,9.06,HR,24.3,6.7,2.9,1.6,Organizer,2,1,7 - 10 LPA
Female,6.66,International Business,3.3,10.9,2.5,1.5,Joint Coordinator,3,0,3 - 6 LPA
Female,7.31,Marketing,8.4,1.9,2.6,3.3,Coordinator,1,0,3 - 6 LPA
Male,5.87,HR,10.7,1.5,2.2,4.3,None,0,4,7 - 10 LPA
Prefer not to say,5.61,International Business,5.9,19.4,2.8,3.0,Member,1,0,3 - 6 LPA
Female,6.73,Finance,5.9,0.2,3.1,2.0,None,3,0,3 - 6 LPA
Female,9.04,Finance,6.2,3.4,2.9,3.6,Member,0,1,7 - 10 LPA
Female,7.97,Finance,5.8,3.8,1.0,4.2,Member,2,1,7 - 10 LPA
Female,4.48,Marketing,46.8,4.0,3.2,1.8,None,1,2,7 - 10 LPA
Prefer not to say,5.28,Business Analytics,1.5,0.6,3.7,4.3,Coordinator,1,0,3 - 6 LPA
Prefer not to say,5.9,Business Analytics,26.8,3.8,1.4,3.0,None,3,0,3 - 6 LPA
Male,8.76,Business Analytics,9.7,2.5,2.2,2.8,None,3,1,7 - 10 LPA
Prefer not to say,5.51,Finance,0.6,13.2,3.5,3.5,Organizer,3,5,7 - 10 LPA
Male,9.12,International Business,10.2,1.2,3.1,3.1,None,2,2,7 - 10 LPA
Prefer not to say,8.68,Marketing,25.2,13.4,3.1,2.9,Member,2,0,7 - 10 LPA
Female,6.3,International Business,21.5,0.3,3.3,2.8,None,1,0,3 - 6 LPA
Prefer not to say,7.98,Finance,1.2,2.0,4.1,2.8,None,1,1,3 - 6 LPA
Male,9.61,Marketing,3.6,4.0,3.1,2.2,Coordinator,2,3,11 - 15 LPA
Female,8.17,Marketing,2.3,16.2,3.9,1.7,Member,3,2,7 - 10 LPA
Prefer not to say,6.48,Finance,27.3,2.3,1.1,1.0,Coordinator,2,1,7 - 10 LPA
Prefer not to say,5.78,Operations,37.8,0.0,3.4,2.4,None,3,0,7 - 10 LPA
Male,4.87,Operations,3.3,1.9,3.4,3.5,Organizer,0,1,3 - 6 LPA
Prefer not to say,7.93,International Business,2.5,0.4,2.8,4.6,Coordinator,2,2,7 - 10 LPA
Female,6.25,International Business,12.2,5.6,4.7,3.7,Member,4,1,7 - 10 LPA
Female,7.9,Finance,13.2,1.4,4.0,3.0,Joint Coordinator,3,1,7 - 10 LPA
Male,8.9,HR,5.2,8.7,3.4,4.6,Joint Coordinator,2,0,3 - 6 LPA
Male,5.09,International Business,40.8,1.1,2.2,3.6,Member,3,1,7 - 10 LPA
Female,8.99,HR,16.1,1.5,3.3,2.8,Member,0,2,7 - 10 LPA
Female,5.9,Marketing,31.3,8.8,5.0,3.2,None,3,0,7 - 10 LPA
Prefer not to say,9.89,Marketing,4.0,18.4,2.6,3.1,Member,2,0,7 - 10 LPA
Prefer not to say,5.86,Marketing,37.9,0.5,3.2,5.0,Coordinator,0,0,3 - 6 LPA
Prefer not to say,6.29,Marketing,2.2,3.9,4.6,3.9,Coordinator,2,0,3 - 6 LPA
Female,6.52,HR,38.7,1.4,4.6,2.4,None,2,0,7 - 10 LPA
Male,5.93,Marketing,2.4,4.8,3.3,3.6,Organizer,1,3,3 - 6 LPA
Female,9.96,Finance,30.7,3.2,2.8,4.6,Organizer,1,1,11 - 15 LPA
Female,5.07,Marketing,10.4,18.5,1.2,4.5,Organizer,1,2,3 - 6 LPA
Female,7.3,International Business,18.4,0.4,4.3,2.2,Coordinator,1,0,3 - 6 LPA
Prefer not to say,8.08,Business Analytics,4.7,10.1,3.4,2.8,Organizer,5,5,11 - 15 LPA
Female,8.7,International Business,3.6,7.9,3.7,3.9,None,3,0,3 - 6 LPA
Male,7.87,Finance,12.4,1.3,2.3,1.8,Joint Coordinator,2,1,7 - 10 LPA
Male,8.03,International Business,2.0,37.1,3.2,2.7,Member,1,0,3 - 6 LPA
Prefer not to say,6.18,Marketing,24.3,0.3,4.0,4.3,Coordinator,1,1,3 - 6 LPA
Female,4.67,HR,17.2,1.5,2.4,3.0,Organizer,4,1,3 - 6 LPA
Prefer not to say,6.59,Operations,1.2,18.7,3.1,2.8,Member,1,0,3 - 6 LPA
Male,9.61,Operations,20.3,7.0,1.5,2.6,Member,3,1,11 - 15 LPA
Male,4.48,Finance,37.3,6.3,4.1,2.2,Member,1,1,3 - 6 LPA
Prefer not to say,4.69,Marketing,3.8,3.9,1.2,3.5,Member,3,0,3 - 6 LPA
Male,9.16,Finance,4.0,0.1,2.0,3.4,None,6,0,7 - 10 LPA
Male,9.69,Finance,29.6,18.4,2.4,4.6,Coordinator,1,0,7 - 10 LPA
Male,5.32,Finance,12.0,6.9,3.5,1.1,Coordinator,4,1,3 - 6 LPA
Prefer not to say,7.25,Finance,45.3,0.3,2.0,2.3,Joint Coordinator,2,0,7 - 10 LPA
Female,7.14,Finance,83.3,2.7,3.0,1.8,None,2,2,16 - 20 LPA
Female,8.93,International Business,44.7,2.8,2.0,3.7,Member,2,3,16 - 20 LPA
Female,7.45,Business Analytics,14.5,1.9,3.7,4.2,Member,3,1,7 - 10 LPA
Female,9.79,Business Analytics,7.7,0.9,3.2,3.3,Member,1,2,7 - 10 LPA
Female,9.48,Finance,16.5,0.9,5.0,3.3,Joint Coordinator,4,0,7 - 10 LPA
Male,7.49,International Business,23.4,4.9,3.5,4.2,None,1,0,3 - 6 LPA
Prefer not to say,8.35,HR,21.6,4.7,4.7,4.4,None,0,1,7 - 10 LPA
Male,7.62,Operations,12.4,8.6,2.0,1.5,Member,2,0,3 - 6 LPA
Prefer not to say,9.9,HR,10.2,0.7,4.2,3.8,Joint Coordinator,2,1,7 - 10 LPA
Male,6.32,International Business,12.4,3.5,3.0,5.0,Organizer,1,0,3 - 6 LPA
Female,5.2,Business Analytics,18.4,10.3,3.9,4.3,Member,2,0,3 - 6 LPA
Female,9.45,HR,1.2,4.2,4.3,3.0,Member,4,2,7 - 10 LPA
Prefer not to say,4.42,Business Analytics,3.4,3.4,2.4,1.6,Organizer,1,0,3 - 6 LPA
Prefer not to say,9.3,HR,17.7,5.9,1.5,4.6,Organizer,2,0,7 - 10 LPA
Prefer not to say,8.05,Marketing,4.0,14.6,1.9,4.5,Organizer,2,1,3 - 6 LPA
Male,9.87,Operations,2.8,8.1,2.9,2.5,Joint Coordinator,1,1,7 - 10 LPA
Female,6.99,HR,10.5,9.2,3.9,2.8,Member,4,0,3 - 6 LPA
Prefer not to say,5.81,Operations,3.9,5.8,4.8,4.5,Organizer,2,2,3 - 6 LPA
Male,6.36,Marketing,16.9,12.7,3.4,2.4,Joint Coordinator,2,1,3 - 6 LPA
Female,6.31,Business Analytics,34.1,5.4,2.7,2.3,Member,4,2,11 - 15 LPA
Female,5.6,Finance,5.4,1.2,2.3,1.2,Coordinator,0,0,3 - 6 LPA
Prefer not to say,4.58,HR,0.7,3.9,3.5,2.8,Organizer,0,1,3 - 6 LPA
Female,7.72,Marketing,4.3,10.5,4.6,2.8,Coordinator,4,1,7 - 10 LPA
Prefer not to say,6.65,Marketing,23.1,3.9,1.6,2.2,Member,0,0,3 - 6 LPA
Male,4.59,Business Analytics,7.5,20.4,4.1,4.0,Member,4,1,3 - 6 LPA
Female,6.38,Finance,6.4,6.7,2.1,3.2,Member,2,1,3 - 6 LPA
Female,4.41,HR,2.5,30.3,1.1,4.2,Member,2,0,3 - 6 LPA
Prefer not to say,4.75,Finance,10.1,14.3,2.1,3.9,Coordinator,4,0,3 - 6 LPA
Female,9.89,International Business,33.0,1.3,2.4,2.7,Member,5,2,16 - 20 LPA
Prefer not to say,6.38,Marketing,13.8,2.6,3.7,3.4,Member,3,1,3 - 6 LPA
Prefer not to say,9.6,Business Analytics,35.7,1.0,3.6,3.9,Member,4,0,11 - 15 LPA
Female,4.73,HR,5.3,1.8,3.9,4.0,None,4,2,3 - 6 LPA
Male,8.51,Finance,19.4,36.0,3.3,3.6,Coordinator,5,1,11 - 15 LPA
Female,7.38,Business Analytics,7.8,2.5,3.8,2.6,Coordinator,4,1,7 - 10 LPA
Female,9.62,Business Analytics,6.5,25.7,2.3,2.7,Coordinator,1,1,7 - 10 LPA
Female,6.26,Finance,12.4,11.0,3.5,3.8,Member,2,0,3 - 6 LPA
Prefer not to say,5.97,Business Analytics,11.9,14.1,2.5,3.6,Joint Coordinator,3,3,7 - 10 LPA
Male,4.0,HR,13.3,12.1,3.5,2.8,Coordinator,3,0,3 - 6 LPA
Prefer not to say,6.82,Marketing,27.0,0.6,4.5,4.1,None,4,1,7 - 10 LPA
Female,9.37,Finance,0.7,6.1,1.7,3.5,None,0,0,3 - 6 LPA
Female,5.63,Marketing,32.1,11.6,2.8,2.7,None,3,1,7 - 10 LPA
Prefer not to say,4.82,Marketing,4.4,6.7,4.0,1.4,Organizer,1,1,3 - 6 LPA
Male,5.19,Marketing,9.3,7.1,2.5,2.3,Organizer,0,0,3 - 6 LPA
Female,5.5,International Business,3.3,1.4,2.2,2.0,Organizer,0,0,3 - 6 LPA
Female,8.13,HR,4.0,1.1,3.0,2.2,Organizer,1,1,3 - 6 LPA
Prefer not to say,7.55,HR,31.5,12.1,2.8,2.5,Organizer,3,0,7 - 10 LPA
Male,8.58,Business Analytics,9.6,4.8,2.1,3.2,Joint Coordinator,5,0,7 - 10 LPA
Female,4.12,Business Analytics,36.6,2.5,2.9,2.1,None,0,0,3 - 6 LPA
Male,6.93,HR,10.7,5.2,4.3,4.2,None,2,1,3 - 6 LPA
Male,5.97,Marketing,4.1,0.5,5.0,3.5,Joint Coordinator,4,0,3 - 6 LPA
Male,9.85,Finance,32.5,3.8,2.2,2.3,Coordinator,1,2,11 - 15 LPA
Female,8.23,International Business,18.3,2.6,4.3,2.9,Member,2,0,7 - 10 LPA
Male,9.99,Finance,11.4,2.5,3.8,4.5,Coordinator,2,1,7 - 10 LPA
Prefer not to say,5.91,HR,26.3,6.4,2.5,4.5,None,4,0,7 - 10 LPA
Prefer not to say,9.97,Marketing,53.3,8.9,4.3,1.0,None,1,1,16 - 20 LPA
Male,6.72,HR,9.8,6.6,4.1,3.1,None,2,0,3 - 6 LPA
Male,6.36,Marketing,17.4,3.2,3.2,3.8,Coordinator,1,3,7 - 10 LPA
Female,4.37,Marketing,1.8,6.3,3.5,1.5,Joint Coordinator,3,0,3 - 6 LPA
Prefer not to say,8.34,Operations,17.9,4.3,3.9,2.3,Member,1,3,11 - 15 LPA
Female,9.76,HR,22.4,4.6,1.7,3.9,Member,1,0,7 - 10 LPA
Male,8.44,Operations,2.3,9.0,1.0,3.5,Organizer,2,1,7 - 10 LPA
Male,7.76,HR,20.7,7.5,2.5,3.5,None,4,1,7 - 10 LPA
Prefer not to say,6.53,Business Analytics,2.0,1.2,3.3,3.8,Member,2,2,3 - 6 LPA
Prefer not to say,4.43,Marketing,5.9,1.2,3.7,3.9,Member,2,1,3 - 6 LPA
Male,4.41,Operations,7.0,5.1,2.7,1.0,Organizer,2,0,3 - 6 LPA
Female,7.16,HR,2.9,13.2,2.5,4.0,Organizer,2,2,7 - 10 LPA
Prefer not to say,5.89,Business Analytics,0.1,2.3,4.2,1.5,Joint Coordinator,1,0,3 - 6 LPA
Female,8.95,HR,7.6,3.2,4.6,2.8,Member,1,0,3 - 6 LPA
Female,5.13,Operations,10.6,0.2,3.8,1.5,None,2,4,7 - 10 LPA
Male,8.51,International Business,5.8,7.8,1.6,2.1,Member,3,0,3 - 6 LPA
Male,6.75,International Business,2.3,15.2,1.4,1.9,Coordinator,1,2,3 - 6 LPA
Female,4.79,Marketing,0.5,8.6,1.9,2.3,Joint Coordinator,1,1,3 - 6 LPA
Prefer not to say,7.44,Finance,12.1,1.0,3.3,1.7,Organizer,0,1,3 - 6 LPA
Female,6.5,Finance,4.5,12.6,2.3,5.0,Organizer,2,0,3 - 6 LPA
Female,6.46,Finance,5.7,0.5,3.5,2.7,None,3,2,7 - 10 LPA
Prefer not to say,7.45,Operations,13.2,8.7,3.3,3.1,None,2,0,3 - 6 LPA
Female,4.74,International Business,1.2,2.8,3.1,2.5,Organizer,1,0,3 - 6 LPA
Male,8.97,Operations,22.7,2.9,3.2,4.3,Coordinator,1,0,7 - 10 LPA
Male,9.18,Finance,14.0,1.6,2.0,3.0,None,0,2,7 - 10 LPA
Female,9.69,Business Analytics,7.6,2.5,3.5,1.3,None,1,2,7 - 10 LPA
Prefer not to say,9.22,Finance,4.9,1.3,2.1,3.6,Member,0,0,3 - 6 LPA
Male,8.61,Marketing,0.4,2.1,3.4,2.5,Joint Coordinator,1,2,7 - 10 LPA
Male,5.66,International Business,13.2,16.3,3.9,1.6,Organizer,1,0,3 - 6 LPA
Prefer not to say,9.57,International Business,21.2,16.3,2.7,4.2,Coordinator,0,1,7 - 10 LPA
Female,6.55,Marketing,8.3,16.5,3.9,3.3,Member,2,0,3 - 6 LPA
Male,9.51,Marketing,10.4,7.8,4.2,3.3,None,5,4,16 - 20 LPA
Male,4.99,HR,6.5,1.8,5.0,1.8,Coordinator,1,2,3 - 6 LPA
Prefer not to say,4.44,Operations,24.9,1.1,4.1,4.3,Organizer,2,1,3 - 6 LPA
Female,5.4,Marketing,10.0,0.9,2.1,1.5,None,1,1,3 - 6 LPA
Male,9.51,HR,1.6,10.4,3.2,3.5,Organizer,4,1,7 - 10 LPA
Male,5.13,Business Analytics,2.9,7.5,3.3,4.8,Member,1,2,3 - 6 LPA
Prefer not to say,7.97,HR,89.0,13.4,2.7,1.9,Coordinator,0,1,16 - 20 LPA
Female,4.93,HR,31.9,5.1,3.2,2.2,Coordinator,3,0,3 - 6 LPA
Prefer not to say,9.29,Business Analytics,1.8,7.0,1.0,4.0,Member,4,0,7 - 10 LPA
Female,9.99,Finance,2.4,4.3,3.1,1.3,Joint Coordinator,3,0,7 - 10 LPA
Female,7.98,Finance,7.1,25.6,4.0,3.8,Member,1,0,3 - 6 LPA
Prefer not to say,6.03,Operations,3.8,11.4,2.9,2.3,Organizer,1,2,3 - 6 LPA
Female,9.37,Marketing,10.0,6.3,1.6,2.5,Member,3,0,7 - 10 LPA
Prefer not to say,8.94,Finance,7.3,1.9,2.5,1.9,None,4,1,7 - 10 LPA
Male,8.96,Marketing,6.5,1.3,1.4,4.8,Coordinator,0,1,7 - 10 LPA
Male,6.9,Operations,14.9,6.1,3.1,3.3,Joint Coordinator,1,1,3 - 6 LPA
Male,6.26,Operations,27.7,11.8,4.2,4.8,Coordinator,4,2,7 - 10 LPA
Male,4.9,Operations,23.3,4.9,2.5,3.5,Member,0,0,3 - 6 LPA
Female,6.72,Business Analytics,11.1,11.7,3.1,2.2,Organizer,2,0,3 - 6 LPA
Male,6.76,International Business,7.1,10.6,3.3,4.3,None,1,1,3 - 6 LPA
Prefer not to say,5.67,HR,1.5,4.5,3.8,3.3,Organizer,4,1,3 - 6 LPA
Male,7.43,Finance,18.2,0.5,2.4,3.4,Organizer,0,1,3 - 6 LPA
Female,4.21,International Business,10.9,4.6,3.1,2.8,Member,2,2,3 - 6 LPA
Prefer not to say,8.69,Marketing,2.6,0.3,1.5,4.7,Coordinator,2,2,7 - 10 LPA
Prefer not to say,9.65,International Business,11.6,11.0,4.5,3.1,Member,0,2,7 - 10 LPA
Prefer not to say,4.67,HR,20.3,0.8,2.7,2.8,None,0,1,3 - 6 LPA
Prefer not to say,4.9,Finance,5.8,4.1,1.0,3.1,Joint Coordinator,3,1,3 - 6 LPA
Prefer not to say,8.33,Marketing,7.8,2.1,4.3,3.6,Joint Coordinator,2,2,7 - 10 LPA
Female,8.59,Business Analytics,5.6,7.9,1.0,4.2,Coordinator,0,3,7 - 10 LPA
Male,5.74,International Business,12.8,11.2,2.9,3.2,Organizer,2,1,3 - 6 LPA
Female,8.19,Marketing,29.9,12.6,1.8,4.3,Joint Coordinator,5,2,11 - 15 LPA
Female,9.16,Marketing,12.7,0.2,2.5,5.0,Joint Coordinator,2,1,7 - 10 LPA
Male,6.26,Operations,8.1,7.9,3.8,3.7,Organizer,0,2,3 - 6 LPA
Female,4.87,Operations,10.0,16.0,1.0,2.6,Coordinator,2,0,3 - 6 LPA
Male,4.8,Business Analytics,1.3,2.2,3.3,1.5,Coordinator,1,1,3 - 6 LPA
Male,6.33,Operations,4.5,4.8,3.8,3.6,Member,3,0,3 - 6 LPA
Female,8.03,Finance,55.2,2.8,3.5,2.6,Member,2,0,11 - 15 LPA
Male,6.71,Finance,16.0,0.9,2.5,3.4,Member,2,1,3 - 6 LPA
Male,5.16,HR,33.5,3.2,1.7,2.9,None,2,2,7 - 10 LPA
Female,6.62,Business Analytics,7.2,0.2,2.8,4.4,Organizer,2,3,7 - 10 LPA
Female,8.72,Operations,12.3,1.6,2.6,2.3,Joint Coordinator,3,1,7 - 10 LPA
Female,7.64,HR,24.4,0.9,2.8,3.1,Organizer,0,1,7 - 10 LPA
Male,6.66,HR,4.3,3.3,3.1,2.8,Organizer,0,2,3 - 6 LPA
Female,9.2,Operations,3.1,1.8,2.7,2.0,Member,2,1,7 - 10 LPA
Prefer not to say,9.67,Business Analytics,53.2,15.5,1.5,3.0,Coordinator,2,2,16 - 20 LPA
Prefer not to say,6.43,Operations,47.5,1.7,2.7,2.9,Member,1,0,7 - 10 LPA
Male,4.01,Finance,12.8,2.2,1.8,3.3,None,2,1,3 - 6 LPA
Male,9.27,International Business,24.4,2.2,2.6,2.9,None,1,0,7 - 10 LPA
Female,4.97,Business Analytics,21.5,0.0,2.2,2.9,Coordinator,2,1,3 - 6 LPA
Prefer not to say,5.49,International Business,21.8,2.8,3.5,4.5,Member,2,3,7 - 10 LPA
Female,7.55,HR,10.1,6.7,3.0,3.4,Joint Coordinator,2,0,3 - 6 LPA
Male,4.23,Finance,5.0,1.1,1.0,1.0,None,3,1,3 - 6 LPA
Female,9.89,International Business,9.7,1.2,2.5,2.0,Coordinator,1,2,7 - 10 LPA
Female,5.78,International Business,1.9,0.1,3.8,4.4,Member,1,0,3 - 6 LPA
Female,8.89,Operations,9.8,19.8,2.2,2.2,Joint Coordinator,2,3,11 - 15 LPA
Prefer not to say,5.01,HR,2.9,4.1,2.5,2.2,None,2,1,3 - 6 LPA
Female,9.71,Operations,12.3,6.1,3.7,2.2,Organizer,0,0,7 - 10 LPA
Female,4.04,HR,7.3,11.4,2.1,3.9,Joint Coordinator,3,1,3 - 6 LPA
Prefer not to say,4.59,Operations,9.8,0.5,4.4,4.3,Member,3,1,3 - 6 LPA
Prefer not to say,8.5,Marketing,24.2,1.0,3.9,3.4,Organizer,1,0,7 - 10 LPA
Female,4.66,Operations,0.1,2.4,2.4,2.7,None,4,4,7 - 10 LPA
Female,4.5,HR,10.0,0.3,2.0,2.8,Coordinator,2,1,3 - 6 LPA
Male,4.94,Business Analytics,0.7,1.8,2.5,3.5,None,2,1,3 - 6 LPA
Male,6.01,Business Analytics,17.5,2.0,3.4,3.1,Member,4,1,7 - 10 LPA
Prefer not to say,8.91,HR,5.3,16.7,1.1,4.0,Member,2,0,3 - 6 LPA
Prefer not to say,5.93,Finance,9.2,2.7,3.0,2.8,Organizer,1,0,3 - 6 LPA
Female,7.12,Marketing,1.5,1.8,1.8,2.8,Member,2,3,7 - 10 LPA
Male,9.68,Business Analytics,7.7,4.9,3.8,1.0,Coordinator,0,2,7 - 10 LPA
Female,8.81,Operations,4.2,1.3,2.8,3.1,Coordinator,1,1,7 - 10 LPA
Female,9.49,HR,19.1,0.8,3.6,2.8,Coordinator,3,2,11 - 15 LPA
Female,9.82,International Business,4.1,3.6,3.0,2.6,None,1,2,7 - 10 LPA
Male,6.78,HR,1.9,3.0,2.6,1.0,Coordinator,2,0,3 - 6 LPA
Female,5.9,Operations,9.6,0.5,1.1,3.4,Member,3,0,3 - 6 LPA
Prefer not to say,4.54,Finance,17.1,11.6,2.7,1.9,None,2,3,7 - 10 LPA
Prefer not to say,7.53,HR,19.8,7.4,1.1,3.4,Coordinator,3,0,7 - 10 LPA
Prefer not to say,4.23,Finance,2.3,6.1,2.8,4.7,Organizer,1,0,3 - 6 LPA
Male,8.28,HR,6.8,2.6,3.4,1.7,Joint Coordinator,2,1,7 - 10 LPA
Female,6.83,HR,4.5,16.5,3.5,4.6,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,7.81,International Business,0.7,0.9,1.9,5.0,Organizer,1,1,3 - 6 LPA
Female,6.61,Marketing,11.1,2.2,3.4,3.7,None,4,1,7 - 10 LPA
Female,4.39,Operations,35.9,6.6,3.7,3.2,Organizer,2,1,3 - 6 LPA
Prefer not to say,9.87,Business Analytics,28.5,7.2,4.5,1.9,Member,1,1,11 - 15 LPA
Female,7.0,Operations,19.1,0.2,5.0,3.6,Coordinator,3,1,7 - 10 LPA
Male,6.0,HR,4.0,0.8,2.6,1.2,Coordinator,2,2,3 - 6 LPA
Prefer not to say,4.29,Finance,13.7,5.5,3.9,3.2,Organizer,2,0,3 - 6 LPA
Male,5.91,HR,16.1,3.6,2.5,4.3,Member,1,0,3 - 6 LPA
Prefer not to say,5.19,Business Analytics,3.7,0.1,2.3,4.6,Member,0,1,3 - 6 LPA
Female,7.07,Business Analytics,64.9,4.7,4.0,1.9,Coordinator,3,0,11 - 15 LPA
Prefer not to say,4.52,Business Analytics,5.6,1.8,4.1,2.6,Member,1,0,3 - 6 LPA
Prefer not to say,5.78,International Business,6.7,1.7,2.9,3.6,Member,0,1,3 - 6 LPA
Female,5.3,HR,5.0,0.8,3.9,3.7,Organizer,2,0,3 - 6 LPA
Female,6.38,Business Analytics,12.2,0.3,4.3,3.8,Organizer,1,0,3 - 6 LPA
Prefer not to say,4.44,Marketing,38.7,8.7,3.1,4.3,None,2,1,7 - 10 LPA
Female,5.98,Marketing,20.1,0.2,2.8,4.1,Member,3,3,7 - 10 LPA
Prefer not to say,7.33,HR,10.0,17.4,2.6,2.7,Member,3,4,11 - 15 LPA
Prefer not to say,6.6,Operations,15.7,9.7,3.3,2.8,Organizer,2,1,3 - 6 LPA
Prefer not to say,4.62,Operations,6.4,3.3,4.7,2.9,None,2,1,3 - 6 LPA
Female,8.87,Marketing,69.0,16.9,3.4,4.1,Member,2,0,16 - 20 LPA
Female,5.53,Finance,7.6,6.1,3.5,1.2,Organizer,3,0,3 - 6 LPA
Male,4.33,Business Analytics,6.2,1.8,3.5,3.7,None,3,1,3 - 6 LPA
Prefer not to say,6.36,Business Analytics,41.4,6.1,3.4,4.1,None,2,1,7 - 10 LPA
Male,4.9,Marketing,8.0,2.2,1.0,3.0,Joint Coordinator,2,1,3 - 6 LPA
Prefer not to say,9.36,Marketing,12.2,0.9,4.6,1.6,Organizer,0,1,7 - 10 LPA
Male,4.18,HR,0.0,6.9,2.1,2.9,Member,2,0,3 - 6 LPA
Prefer not to say,9.56,HR,21.3,7.7,3.0,2.4,None,2,1,11 - 15 LPA
Male,7.75,International Business,7.5,6.6,2.4,2.3,Member,4,1,7 - 10 LPA
Prefer not to say,8.57,International Business,11.3,4.3,2.1,3.3,Member,3,0,7 - 10 LPA
Prefer not to say,9.7,Finance,12.1,15.9,3.5,3.2,Member,1,3,11 - 15 LPA
Prefer not to say,9.49,International Business,2.9,5.8,4.3,2.8,None,2,1,7 - 10 LPA
Male,4.22,Finance,4.6,1.7,1.9,2.8,None,5,2,3 - 6 LPA
Prefer not to say,9.16,Finance,9.2,0.1,4.4,4.1,Organizer,1,1,7 - 10 LPA
Female,9.85,International Business,26.1,8.6,2.5,2.0,None,2,1,11 - 15 LPA
Male,7.37,Business Analytics,0.1,2.3,3.0,4.6,Member,3,0,3 - 6 LPA
Male,7.29,Marketing,42.5,6.8,1.9,2.9,Coordinator,3,0,7 - 10 LPA
Male,4.54,Operations,0.7,3.5,3.7,1.0,None,1,2,3 - 6 LPA
Prefer not to say,7.13,Marketing,10.0,3.0,3.5,2.4,Joint Coordinator,4,0,3 - 6 LPA
Male,7.41,Business Analytics,42.5,0.2,2.8,2.9,Coordinator,1,1,7 - 10 LPA
Prefer not to say,4.99,Business Analytics,21.1,0.4,2.5,2.3,Organizer,3,2,7 - 10 LPA
Male,7.35,HR,30.9,0.4,2.8,2.6,Organizer,1,2,7 - 10 LPA
Male,4.7,Finance,66.6,4.0,3.1,3.0,None,3,2,11 - 15 LPA
Prefer not to say,8.52,HR,21.6,1.6,1.6,3.7,None,1,1,7 - 10 LPA
Prefer not to say,4.22,Business Analytics,2.0,6.4,3.7,1.7,None,3,0,3 - 6 LPA
Prefer not to say,6.05,Marketing,15.1,8.1,3.5,2.0,Organizer,1,1,3 - 6 LPA
Prefer not to say,7.97,Marketing,46.8,1.0,3.8,3.1,Joint Coordinator,1,0,7 - 10 LPA
Prefer not to say,7.85,International Business,16.6,6.5,4.6,3.3,Joint Coordinator,0,1,7 - 10 LPA
Prefer not to say,4.73,International Business,42.5,10.6,2.6,3.2,Member,4,2,7 - 10 LPA
Male,4.33,Business Analytics,1.8,5.5,2.3,2.6,Organizer,1,0,3 - 6 LPA
Female,4.91,International Business,32.2,0.1,3.7,3.8,Coordinator,1,2,7 - 10 LPA
Prefer not to say,6.57,Business Analytics,3.3,2.8,1.0,2.9,Organizer,3,2,7 - 10 LPA
Female,8.88,Business Analytics,33.3,5.4,2.9,1.7,Organizer,2,1,11 - 15 LPA
Male,5.26,Business Analytics,35.1,13.0,2.5,4.4,Organizer,3,0,3 - 6 LPA
Female,7.71,Finance,34.8,0.5,3.1,1.0,Coordinator,1,1,7 - 10 LPA
Female,9.15,Marketing,0.4,1.0,3.4,3.3,Member,1,1,7 - 10 LPA
Male,4.94,Operations,2.9,0.4,4.4,4.4,Organizer,2,4,7 - 10 LPA
Prefer not to say,4.72,International Business,12.7,2.7,3.5,3.7,None,1,0,3 - 6 LPA
Prefer not to say,7.4,Business Analytics,1.2,6.4,2.0,3.5,Coordinator,4,1,7 - 10 LPA
Female,6.32,Finance,8.3,6.6,1.0,2.5,Organizer,4,0,3 - 6 LPA
Prefer not to say,6.22,Business Analytics,4.2,6.9,1.7,3.5,Joint Coordinator,2,0,3 - 6 LPA
Male,7.24,HR,6.2,11.4,3.9,3.0,Member,0,2,3 - 6 LPA
Prefer not to say,4.81,Finance,9.1,19.5,4.4,4.3,Organizer,1,1,3 - 6 LPA
Prefer not to say,5.9,Operations,25.9,6.4,4.2,2.6,Organizer,1,1,3 - 6 LPA
Male,9.88,Finance,9.1,11.8,2.0,4.0,Member,0,1,7 - 10 LPA
Female,6.07,International Business,5.9,1.3,1.1,1.3,Member,2,0,3 - 6 LPA
Female,5.07,Business Analytics,19.2,5.4,3.1,3.2,Member,1,1,3 - 6 LPA
Male,4.99,HR,13.8,12.0,3.9,4.2,Member,1,0,3 - 6 LPA
Prefer not to say,4.23,HR,2.3,14.7,3.7,1.9,None,3,2,3 - 6 LPA
Male,4.32,International Business,10.2,2.4,3.4,3.3,Organizer,1,2,3 - 6 LPA
Female,9.38,Operations,51.3,3.8,3.1,1.5,Member,3,0,11 - 15 LPA
Prefer not to say,7.53,International Business,5.7,11.6,3.8,3.5,None,1,1,3 - 6 LPA
Prefer not to say,5.08,Operations,1.4,4.4,3.2,1.9,Joint Coordinator,3,1,3 - 6 LPA
Prefer not to say,9.26,HR,40.4,3.1,1.9,2.0,Member,3,1,11 - 15 LPA
Prefer not to say,9.38,HR,7.2,2.3,1.0,1.6,Member,1,1,7 - 10 LPA
Female,5.86,Marketing,22.8,26.9,3.5,3.4,Coordinator,8,0,7 - 10 LPA
Prefer not to say,9.48,Finance,8.9,1.1,2.4,4.2,Joint Coordinator,1,0,7 - 10 LPA
Prefer not to say,4.54,Marketing,13.5,12.1,5.0,2.1,Organizer,3,1,3 - 6 LPA
Prefer not to say,9.87,Business Analytics,1.2,4.2,3.7,1.4,Organizer,1,0,3 - 6 LPA
